Name,Value,Wage
Dejan Kulusevski,€950K,€5K
Stefan Rakowitz,€450K,€2K
Naoki Maeda,€575K,€2K
Yacine Bourhane,€725K,€1K
Maxence Lacroix,€900K,€1K
Yanqiang Hu,€550K,€4K
Anthony Wordsworth,€425K,€2K
Jacopo Segre,€675K,€1K
Matty Blair,€350K,€3K
Martin Payares,€625K,€1K
Chima Akas,€525K,€2K
Eirik Holmen Johansen,€425K,€1K
Jae Kwon Lee,€375K,€2K
Brian Martín Pagés,€650K,€3K
Ali Ahmed Al Zaqan,€450K,€7K
Gennaro Acampora,€575K,€1K
Lampros Kontogiannis,€375K,€2K
Jorge Corrales,€375K,€2K
Michael Gómez,€725K,€1K
Calum Woods,€280K,€2K
Leo Osaki,€450K,€2K
Nicolás Hernández,€800K,€1K
Fabio Alves Macedo,€160K,€2K
Ahmed Isaiah,€600K,€2K
Lin Lu,€230K,€4K
Maxime Awoudja,€725K,€4K
Martin Ørnskov,€270K,€3K
Vato Arveladze,€700K,€1K
Tsubasa Nishi,€425K,€2K
Eggert Jónsson,€375K,€3K
Erik Ruiz Álvarez,€625K,€4K
Alberto Rodríguez Baró,€800K,€3K
Haissem Hassan,€900K,€1K
Malick Evouna,€575K,€2K
Alessandro Deiola,€625K,€6K
Adrián Welliton Rocheira Sá,€140K,€2K
Rafael Euclides Soares Camacho,€975K,€2K
Nathan Cameron,€450K,€2K
Jin Hyuk Kim,€525K,€1K
Fernando Madrigal,€500K,€3K
Daniel Haas,€120K,€1K
Łukasz Wolsztyński,€575K,€2K
Luka Štor,€775K,€4K
Conor Hazard,€0,€0
Joakim Nilsson,€525K,€3K
Marcelo Ortíz,€525K,€3K
Willem Geubbels,€900K,€2K
Jorge Díaz Price,€1000K,€5K
Miguel San Román Ferrándiz,€625K,€1K
Luis Miguel Quezada,€625K,€2K
Daniel Hanslik,€675K,€4K
Onur Bulut,€575K,€3K
Ramiro Sánchez,€120K,€1K
Vágner Nilson Rosa Cadete,€475K,€4K
Christoph Greger,€550K,€1K
Abdullah Al Shamekh,€500K,€7K
Scott Wharton,€750K,€3K
Tatsuya Morita,€375K,€1K
Josef Welzmüller,€375K,€2K
Nabil Alioui,€725K,€7K
Facundo Mura,€925K,€3K
Abdullah Saud Al Mutairi,€270K,€5K
Peter Tschernegg,€500K,€2K
Svenn Crone,€525K,€2K
Lee Frecklington,€270K,€3K
Joaquín Esquivel,€725K,€3K
Orestis Kiomourtzoglou,€675K,€1K
Adrián López Garrote,€625K,€3K
Paul Taylor,€400K,€3K
Kevin van Veen,€475K,€5K
Pablo Sabbag,€775K,€1K
Luis Martínez,€350K,€2K
Zachary Brault-Guillard,€700K,€1K
Magno José da Silva,€450K,€2K
Mark Birighitti,€400K,€1K
Jianbin Li,€375K,€3K
Simon Handle,€525K,€1K
Chidiebere Nwakali,€675K,€1K
Dan Scarr,€525K,€4K
Wesley Fofana,€875K,€2K
Jakub Vojtuš,€550K,€2K
Oniel Fisher,€400K,€2K
Vincent Créhin,€425K,€2K
Toni Lindenhahn,€400K,€1K
Kwame Yeboah,€575K,€2K
Mohammed Ahmed,€375K,€1K
Koba Koindredi,€875K,€1K
Daniele Gabriele,€625K,€1K
Brandon Bye,€575K,€2K
Gedion Zelalem,€675K,€2K
Rafael António Figueiredo Ramos,€525K,€1K
Iuliano Wagner Alfaro Azevedo,€400K,€4K
Hakan Demir,€575K,€2K
Yannick Mamilonne,€525K,€2K
Juha Pirinen,€450K,€1K
Ignacio Peña Sotorres,€850K,€12K
Steffen Nkansah,€625K,€1K
Emanuel Rodrigues Novo,€400K,€2K
Rhian Brewster,€975K,€10K
Mohamed Airam Ramos Wade,€825K,€1K
Fabiano Donato Alves,€575K,€3K
Rodney Wallace,€400K,€2K
Fabijan Buntić,€500K,€1K
Tim Björkström,€450K,€1K
Fabian Holthaus,€525K,€1K
Josh Lillis,€270K,€1K
Tarek Chahed,€675K,€2K
Sean McLoughlin,€675K,€2K
Juan Castro,€475K,€3K
Mark Oxley,€325K,€2K
Kyu Baek Choi,€550K,€2K
Antonio Perera Calderón,€725K,€4K
Jorge Daniel Abreu Vilela,€675K,€2K
Marco Tumminello,€1000K,€1K
Manprit Sarkaria,€625K,€4K
Ignacio Jáuregui,€600K,€3K
Mariusz Pawelec,€210K,€2K
André Luis Neitzke,€290K,€2K
Miguel Ángel Gómez López,€825K,€2K
Ihor Berezovskyi,€375K,€4K
Amin Askar,€200K,€1K
Roberto Zammarini,€625K,€1K
David Myrestam,€290K,€1K
Anthony Stewart,€500K,€2K
Janeiler Rivas,€325K,€3K
Conor Chaplin,€725K,€3K
Thorsten Mahrer,€375K,€5K
Neri Bandiera,€450K,€1K
Mehdi Merghem,€700K,€2K
Louis Ameka Autchanga,€700K,€2K
Kevin Kratz,€350K,€2K
Ryan Allsop,€375K,€2K
Diego Sosa,€475K,€3K
Lukas Daschner,€875K,€1K
Sylla Sow,€625K,€2K
Kilian Delgado,€375K,€1K
Nils Quaschner,€575K,€4K
Liam Shephard,€500K,€4K
Charlie Goode,€550K,€4K
Nick Freeman,€600K,€2K
Santiago Samanes Bonito,€625K,€1K
Franco Quiroz,€625K,€2K
Romain Vincelot,€220K,€2K
Brian Rodríguez,€750K,€1K
Martín Cortés,€140K,€1K
Jean Carlos Silva Rocha,€625K,€2K
João Carlos Silva Reis,€400K,€2K
Paulino de la Fuente Gómez,€800K,€5K
Daniel Offenbacher,€475K,€2K
Ouasim Bouy,€475K,€12K
Jean Alexandre Deretti,€550K,€2K
Srđan Spiridonović,€575K,€2K
Vinicius Lúcio Julião Morrinhos,€400K,€4K
Patrick Bürger,€350K,€5K
André Anderson Pomilio Lima,€975K,€6K
Kai Bülow,€220K,€1K
Carlos Isaac Muñoz Obejero,€750K,€6K
Mégan Laurent,€525K,€3K
Cătălin Straton,€325K,€2K
Miguel Marí Sánchez,€725K,€4K
Tareiq Holmes-Dennis,€525K,€2K
Julius Ertlthaler,€625K,€4K
Manuel Thurnwald,€625K,€2K
Aleksander Melgalvis,€450K,€2K
Erhan Mašović,€800K,€2K
Fredrik Brustad,€425K,€1K
Angelo Quiñones,€800K,€1K
José Pascual Alba Seva,€950K,€4K
Caniggia Elva,€600K,€2K
Ángel García Cabezali,€475K,€2K
Jung Nam Hong,€290K,€2K
Greg Bolger,€375K,€1K
Wouter Marinus,€600K,€2K
Luis Mena,€525K,€1K
Saleh Al Jaman,€575K,€6K
Déiber Caicedo,€975K,€1K
Rok Sirk,€575K,€2K
Conor McAleny,€550K,€3K
Rodrigo Ureña,€525K,€1K
Jostein Gundersen,€625K,€1K
Tom Müller,€625K,€1K
Víctor López Ibañez,€800K,€5K
Troy Parrott,€1000K,€4K
Gabriel Simion,€650K,€2K
Jing Luo,€550K,€5K
Marcin Listkowski,€725K,€1K
Ethan Laird,€825K,€1K
Mychell Ruan Da Silva Chagas,€425K,€4K
Nicolás Crovetto,€200K,€2K
Nathan Ralph,€475K,€2K
Daniel Bohl,€525K,€1K
Renat Dadashov,€875K,€2K
Ashley Smith-Brown,€575K,€3K
David Jablonský,€500K,€2K
Dêniro Rubens Prestes Cadete,€400K,€4K
Hee Hoon Han,€450K,€2K
Sam Hughes,€625K,€4K
Niklas Heidemann,€525K,€1K
Ione Agonay Jiménez Cabrera,€210K,€3K
Petr Schwarz,€500K,€1K
Kostas Apostolakis,€600K,€1K
Rufat Dadashov,€475K,€2K
Gabriel Alanís,€575K,€3K
Philipp Hercher,€600K,€1K
Gary Liddle,€210K,€4K
Leonardo Balerdi,€925K,€9K
Maksim Rudakov,€575K,€1K
Marc Wachs,€525K,€3K
Juan Cruz Diaz Espósito,€975K,€1K
Reuben Reid,€425K,€4K
Sebastian Patzler,€400K,€1K
Mickey Demetriou,€425K,€3K
Nathan McGinley,€600K,€4K
Pelayo Suárez López,€725K,€2K
Malcom Edjouma,€675K,€1K
José Luis Sinisterra,€725K,€4K
Tadanari Lee,€280K,€2K
Cristian Muñoz,€50K,€1K
Marko Maletić,€600K,€2K
Tong Wang,€500K,€4K
Gianluca Scamacca,€750K,€1K
Anthony Maisonnial,€450K,€1K
Valentin Henry,€500K,€1K
Felix Agu,€900K,€2K
Dorian Bertrand,€525K,€2K
Johannes Handl,€675K,€3K
Nicolai Brock-Madsen,€550K,€3K
Juan Galeano,€425K,€3K
Marcus Fraser,€550K,€2K
Daniel Dziwniel,€450K,€2K
Lee Martin,€350K,€3K
Michael Huber,€425K,€2K
Melle Meulensteen,€550K,€1K
Sébastien Rénot,€375K,€2K
Badr Al Nakhli,€325K,€5K
Harry Lennon,€525K,€2K
Kamil Wojtkowski,€875K,€2K
Callum Johnson,€550K,€1K
Christian D'Urso,€775K,€1K
Ibrahima Savane,€500K,€2K
Marius Mihai Marin,€700K,€1K
Jamie Proctor,€525K,€5K
Andy Butler,€140K,€3K
Joe Wright,€550K,€2K
Elton Kabangu,€700K,€2K
Jungya Kim,€325K,€1K
Emmanuel Banda,€700K,€3K
Fredrik Oldrup Jensen,€550K,€1K
Liam Walsh,€775K,€2K
Muhammed Şengezer,€500K,€5K
Hicham Mahou,€850K,€4K
Albion Vrenezi,€600K,€2K
Shuai Li,€550K,€3K
Daniel Moreno,€600K,€1K
David Gugganig,€575K,€2K
Steven MacLean,€160K,€2K
Mohammed Al Fehaid,€375K,€6K
Haolun Mi,€475K,€5K
Josh Knight,€800K,€2K
Franck Evina,€925K,€1K
Tian Ming,€550K,€2K
Héctor Hernández Marrero,€650K,€2K
Jonathan Mitchell,€500K,€4K
Ollie Palmer,€525K,€3K
Manuel Martic,€575K,€3K
Conor Shaughnessy,€600K,€4K
Victor Pagliari Giro,€475K,€2K
Miguel Nazarit,€925K,€1K
Lucas Alves Sotero da Cunha,€450K,€1K
Lars Nieuwpoort,€525K,€2K
Manuel Viniegra,€375K,€4K
Riccardo Sottil,€1000K,€9K
Sorin Bușu,€375K,€2K
Clemens Walch,€400K,€3K
Fabián Saavedra,€475K,€1K
Shangyuan Wang,€550K,€3K
Senwen Luo,€550K,€3K
Kévin Hoggas,€525K,€4K
Bruno Morgado,€650K,€5K
Carlos Gutiérrez,€375K,€2K
Dillson Robson Teixeiro Loto,€210K,€3K
Andy Williams,€350K,€5K
Dominik Starkl,€575K,€4K
Dan Butler,€525K,€3K
Gaëtan Karlen,€575K,€2K
Akim Zedadka,€525K,€1K
Akira Ibayashi,€450K,€3K
Kyle Bennett,€450K,€3K
Thom Haye,€600K,€2K
Darian MacKinnon,€220K,€2K
Victor Wernersson,€575K,€1K
Wolke Janssens,€550K,€2K
Fulvio Sulmoni,€210K,€2K
Carlos Miguel Coronel,€475K,€5K
Martin Harrer,€475K,€2K
Andy Rose,€375K,€2K
Dennis Iapichino,€375K,€3K
Santiago Hernández,€575K,€3K
Yusuke Goto,€550K,€2K
Jobi McAnuff,€150K,€3K
Hyun Sung Kim,€450K,€2K
Isak Ssewankambo,€575K,€1K
Tristan Nydam,€950K,€2K
Daniel Lajud,€775K,€2K
Juan Manuel Sanabria,€975K,€6K
David Kiki,€475K,€4K
Rune Frantsen,€400K,€3K
Livai Mihai,€400K,€2K
Yuji Hoshi,€450K,€1K
Jason Hoffman,€350K,€1K
Darren Potter,€170K,€2K
Kent-Are Antonsen,€625K,€1K
Sebastián Zúñiga,€425K,€1K
Koki Machida,€650K,€2K
Sang Hyub Lim,€425K,€2K
Ji Hoon Yu,€325K,€2K
Runar Espejord,€700K,€1K
Kaiyne Woolery,€550K,€3K
Paolo Yrizar,€600K,€2K
Johannes Dörfler,€625K,€5K
Enrique Clemente Maza,€925K,€2K
Karl Sheppard,€450K,€1K
Nathan Thomas,€575K,€3K
Julius Biada,€550K,€2K
Borja Lázaro Fernández,€400K,€2K
Gustavo Torres,€700K,€1K
Memo Rodriguez,€700K,€2K
Alejandro Sanz Sainz,€500K,€3K
Luan Leite da Silva,€550K,€3K
Cristian Neguț,€650K,€2K
Adam Henley,€500K,€4K
Djordje Nikolić,€650K,€4K
Sibiry Keita,€925K,€1K
Bryan Soumaré,€700K,€3K
Matteo Mancosu,€240K,€1K
Brandon Comley,€575K,€3K
Ian González Nieto,€575K,€4K
Lassana Faye,€575K,€2K
Andrei Radu,€550K,€2K
Mikhail Ignatov,€975K,€6K
Yasyn Hamza,€400K,€6K
Blair Spittal,€625K,€2K
Jens Odgaard,€1000K,€2K
Dragan Rosic,€625K,€1K
Chang Jin Moon,€525K,€1K
Nazareno Bazan,€750K,€3K
Charles Abi,€975K,€4K
Milan Đurić,€375K,€1K
Athanasios Papazoglou,€400K,€2K
James Perch,€220K,€4K
Oleg Reabciuk,€650K,€2K
Ismael Govea,€625K,€4K
Domingos André Ribeiro Almeida,€750K,€1K
Francisco Carabalí,€375K,€1K
Charles-Andreas Brym,€700K,€2K
Isaac Lihadji,€900K,€2K
Luis Santelices,€240K,€1K
Jhonatan Pérez,€350K,€1K
Jodi Jones,€775K,€2K
Jordan Green,€600K,€3K
Antonio Moya Vega,€975K,€7K
Chima Okoroji,€600K,€3K
Markus Schwabl,€375K,€2K
Ryota Moriwaki,€210K,€3K
Simon Strand,€500K,€1K
Victor da Silva,€675K,€2K
Jon Jönsson,€140K,€1K
Judicaël Crillon,€350K,€1K
Dirk Abels,€675K,€2K
Simon Grether,€450K,€3K
Lorenzo Del Pinto,€425K,€1K
Ken Tokura,€280K,€2K
Basil Stillhart,€600K,€4K
Anthony Soubervie,€130K,€1K
Tom Hopper,€575K,€3K
Mátyás Tajti,€775K,€1K
Rob Dickie,€600K,€2K
Yan Dhanda,€800K,€5K
Ruslan Babenko,€525K,€1K
Hamdan Al Shamrani,€700K,€6K
Luca Zidane,€550K,€1K
Antonio Marino,€375K,€1K
Won Sik Kim,€500K,€2K
Mathias Coureur,€400K,€2K
Christian Klem,€375K,€2K
Aaron Martin,€375K,€3K
Rod McDonald,€500K,€2K
Sergio Moreno Martínez,€875K,€6K
Cyril Ngonge,€975K,€3K
Erik Israelsson,€425K,€1K
Jonathan Beaulieu,€500K,€1K
Francisco Figueroa,€800K,€4K
Diego Valencia,€800K,€2K
Milan Jurdík,€525K,€3K
Milton Raphael Guimarães Pires,€400K,€1K
Ewan Henderson,€975K,€1K
Mickaël Facchinetti,€375K,€7K
Shoma Kamata,€350K,€1K
Yuta Koike,€575K,€2K
Etienne Amenyido,€775K,€3K
Morten Hjulmand,€725K,€3K
Dabao Yu,€325K,€4K
Marco Meyerhöfer,€525K,€2K
Brennan Dickenson,€525K,€3K
August Erlingmark,€700K,€1K
Romain Basque,€650K,€2K
Andrei Peteleu,€450K,€3K
Benjamin Nygren,€900K,€1K
Josué Ayala,€290K,€3K
Jordan Tillson,€500K,€3K
Connor Ogilvie,€625K,€2K
Chris McCann,€325K,€2K
Pál Dárdai,€1000K,€4K
Timothy Tillman,€800K,€1K
Robert Ion,€925K,€1K
Isah Aliyu,€650K,€1K
Marco Schuster,€575K,€1K
Tobias Salquist,€550K,€1K
Mohammed Fellah,€425K,€1K
Mauro Ortíz,€575K,€4K
Eduard Pap,€425K,€2K
Nicky Ajose,€475K,€4K
Pascal Gregor,€575K,€1K
Ignacio Agustín Sánchez Romo,€525K,€3K
Jovan Marković,€950K,€1K
Tom Bayliss,€975K,€5K
Iker Losada Aragunde,€900K,€1K
Yong Su Han,€425K,€1K
Felipe Reynero,€425K,€1K
Tsukasa Morishima,€625K,€3K
Shun Takagi,€350K,€1K
Ed Upson,€425K,€3K
Delano van Crooij,€375K,€2K
Ole Käuper,€750K,€1K
Zeli Ismail,€575K,€5K
Yi-Young Park,€500K,€4K
Clint Essers,€525K,€2K
Sebastián Cabrera,€800K,€1K
Atakan Akkaynak,€800K,€3K
San Jung,€300K,€1K
Petar Golubović,€525K,€3K
Daniel Luxbacher,€525K,€4K
Darius Charles,€325K,€2K
Abu Danladi,€675K,€2K
Francisco Grahl,€475K,€3K
Nathaniel Atkinson,€800K,€2K
João Gervásio Bragança Moutinho,€925K,€1K
Scott Wagstaff,€450K,€2K
Martin Broberg,€450K,€2K
Yuto Misao,€450K,€1K
Jodel Dossou,€475K,€2K
Edgar Hernández,€80K,€2K
Sören Reddemann,€575K,€1K
Andrei Patache,€325K,€3K
George Timotheou,€575K,€3K
Peter Clarke,€90K,€2K
Alexander Bittroff,€350K,€2K
James Garner,€875K,€5K
Brede Mathias Moe,€450K,€1K
Yangyang Jin,€525K,€3K
Rewan Amin,€625K,€1K
Joakim Våge Nilsen,€450K,€1K
Ki Wook Hwang,€625K,€2K
Vitalie Damașcan,€1000K,€3K
Joris Chougrani,€375K,€1K
Bahadır Öztürk,€550K,€3K
Mark Ellis,€375K,€2K
Andreas Hopmark,€475K,€1K
Bjarke Jacobsen,€550K,€3K
Hassan Amin,€450K,€1K
Pol Freixanet Viejo,€400K,€2K
Yaseen Omar Barnawi,€500K,€5K
Tobias Christensen,€975K,€1K
Deniz Undav,€650K,€1K
Josh Dacres-Cogley,€625K,€2K
Miki Yamane,€525K,€1K
Jamil Dem,€500K,€2K
Diego Wayar,€0,€0
Michael Marrone,€280K,€1K
Liam Fraser,€825K,€1K
Steven Lang,€400K,€3K
Medhy Guezoui,€425K,€2K
Kieron Morris,€575K,€2K
Keijiro Ogawa,€475K,€2K
Daniel Molina Orta,€725K,€4K
Hokuto Shimoda,€500K,€2K
Nicolás Bazzana,€600K,€2K
Lucas Marques de Oliveira,€575K,€1K
Edwin Cerrillo,€875K,€1K
Brad Stuver,€325K,€2K
Conor Grant,€625K,€4K
Oliver Christensen,€525K,€2K
Hrvoje Barišić,€450K,€3K
Jack Grimmer,€500K,€2K
Alec Kann,€375K,€2K
Jae Soo Choi,€80K,€1K
Jay Chapman,€550K,€2K
Alexander Groiß,€625K,€2K
Jeremy Cijntje,€725K,€2K
Ryan McLaughlin,€525K,€1K
Stefan Hager,€550K,€2K
Saša Balić,€375K,€2K
Roger Ibañez Da Silva,€750K,€7K
Dennis Telgenkamp,€270K,€1K
Lee Novak,€425K,€5K
James Bolton,€525K,€3K
Seigo Kobayashi,€550K,€1K
Mats Köhlert,€800K,€2K
Yaser Kasim,€450K,€2K
Urko Vera Mateos,€350K,€4K
Jake Caprice,€475K,€2K
Chris Long,€625K,€2K
Jordan Teze,€900K,€2K
Mohammed Shaker,€575K,€1K
Soon Min Hwang,€450K,€2K
José Alonso Lara,€975K,€2K
Nicholas Pierini,€1000K,€1K
Tobias Rühle,€475K,€3K
Yasuki Kimoto,€525K,€2K
Taha Cengiz Demirtaş,€450K,€3K
Baba Fernandes,€775K,€1K
Laurent Walthert,€120K,€1K
Jordan Roberts,€600K,€4K
Francisco Portillo,€375K,€1K
Simon Skrabb,€575K,€2K
Romario Williams,€625K,€2K
Daniel Barlaser,€750K,€3K
Filippo Sgarbi,€675K,€1K
Stefan Haudum,€550K,€2K
John-Joe O'Toole,€425K,€3K
Galin Ivanov,€0,€0
Darijan Bojanić,€600K,€1K
Wanderson Carvalho Oliveira,€425K,€2K
Shota Kobayashi,€450K,€1K
Shamit Shome,€600K,€2K
Luis Riveros,€700K,€1K
Julien Ponceau,€925K,€1K
Ollie Banks,€525K,€2K
Yoshiki Matsushita,€525K,€1K
Jeider Riquett,€425K,€1K
Bruno Leonardo Vicente,€425K,€1K
Josh Laurent,€575K,€2K
Philipp Hoffmann,€475K,€2K
Jérémy Guillemenot,€675K,€3K
Ivann Botella,€750K,€5K
Dino Štiglec,€375K,€2K
Jérémy Frick,€450K,€2K
Elacio Córdoba,€525K,€1K
Jack Fitzwater,€650K,€6K
Danilo Wiebe,€500K,€1K
Felicio Brown Forbes,€475K,€1K
Sofian Chakla,€525K,€6K
Simon Banza,€700K,€3K
Lubomir Tupta,€875K,€3K
Sang Hun Yu,€300K,€2K
Mehdi Jeannin,€375K,€1K
Dominic Poleon,€575K,€3K
Kevin Mercado,€625K,€3K
Abou Ouattara,€975K,€4K
Adrian Winter,€350K,€4K
Loïc Poujol,€375K,€1K
Fabian Sporkslede,€475K,€2K
Stefan Schimmer,€600K,€4K
David Alba Fernández,€750K,€3K
Joseph Mendes,€475K,€2K
Ryan Hedges,€625K,€2K
Aidi Fulangxisi,€400K,€4K
Fitim Azemi,€525K,€1K
Miguel Ángel Rubio Lestan,€675K,€1K
Joe Edwards,€450K,€5K
Toni Brito Silva Sá,€525K,€3K
Abdulkarim Al Qahtani,€525K,€5K
Javier Jiménez García,€575K,€6K
Elvis Bwomono,€650K,€2K
Federico Bikoro Akieme Nchama,€600K,€2K
Adrian Rus,€0,€0
Stefano Vecchia,€600K,€1K
Seok Jong Han,€525K,€1K
Robert Herrmann,€525K,€2K
Adam Legzdins,€270K,€6K
Nicola Sutter,€600K,€3K
José Antonio Martínez Álvarez,€650K,€2K
Christián Herc,€800K,€1K
Bum Keun Song,€625K,€1K
Pathé Ciss,€525K,€2K
Ariajasuru Hasegawa,€425K,€2K
Michael Gardyne,€270K,€2K
Alex MacDonald,€425K,€5K
Abdulrahman Al Barakah,€400K,€5K
Ricardo Escobar,€600K,€1K
Bryan Nouvier,€625K,€1K
Yaw Ackah,€625K,€1K
Markus Pink,€475K,€6K
Giovanny Martinez,€375K,€1K
Yusuf Sari,€875K,€5K
Filipe Morais,€270K,€3K
Hyeong Jin Park,€450K,€2K
Yasin Hamed,€850K,€2K
Mark Howard,€270K,€2K
Lee Holmes,€350K,€3K
Antonio Sánchez Navarro,€650K,€2K
Yong Hyung Cho,€140K,€1K
Oliver Hawkins,€525K,€4K
Dario Jertec,€270K,€1K
César Hinestroza,€375K,€1K
Maurice Deville,€475K,€1K
Marc Bola,€650K,€5K
Thomas Ephestion,€625K,€2K
Diogo Miguel Oliveira Silva,€400K,€2K
Takuma Abe,€400K,€2K
Aloïs Confais,€600K,€1K
Marius Lode,€525K,€1K
Paolo Medina,€650K,€2K
Mile Savković,€525K,€3K
Brandon Hanlan,€725K,€3K
Kevin Lankford,€700K,€3K
Ji Hoon Kang,€650K,€1K
Danny Pérez,€975K,€1K
Alex Rodman,€350K,€3K
Facundo Barboza,€700K,€3K
Lewis O'Brien,€975K,€6K
Emanuel Aiwu,€875K,€1K
Enric Franquesa Dolz,€600K,€2K
Simen Rafn,€400K,€1K
Leonard Zuta,€450K,€4K
Michal Papadopulos,€240K,€2K
Lukas Grgic,€575K,€2K
Adam Jakubech,€550K,€2K
Ruan Gregório Teixeira,€525K,€2K
Adam Chicksen,€400K,€1K
Rachid Bouhenna,€450K,€3K
Wladimiro Falcone,€475K,€5K
Fernando Coniglio,€525K,€4K
Lasse Fosgaard,€350K,€3K
Sergio Vergara,€575K,€1K
Mateu Jaume Morey Bauzá,€900K,€6K
Ander Cantero Armendariz,€475K,€2K
Ignacio Herrera,€400K,€1K
Luke Prosser,€325K,€4K
Ki Jong Bae,€150K,€2K
Nedeljko Malić,€325K,€4K
Bruno W Ribeiro,€575K,€2K
James Shea,€325K,€3K
Juan Camilo Salazar,€775K,€1K
Răzvan Tincu,€325K,€3K
Mikkel Kallesøe,€675K,€3K
Bilal Boutobba,€700K,€5K
Perceval Maicon Acunha Inácio,€325K,€3K
Steffen Lie Skålevik,€575K,€2K
Daniel Kvande,€550K,€1K
Jon-Helge Tveita,€450K,€1K
Óscar Balanta,€325K,€1K
Sang Min Yang,€140K,€1K
Nelson Arturo Freitosa Ruiz,€120K,€2K
Mohamed Ezzarfani,€725K,€4K
Iven Austbø,€200K,€1K
Boris Cmiljanic,€625K,€3K
Nathan Raphael Pelae Cardoso,€575K,€3K
Aleksander Foosnæs,€500K,€1K
Saeed Al Rubaie,€550K,€6K
Paris Cowan-Hall,€450K,€4K
Brian Gartland,€290K,€1K
Paul McGinn,€375K,€2K
Admonio Vicente Gomes,€575K,€2K
Gearóid Morrissey,€475K,€1K
Patrick Pflücke,€700K,€2K
Oumar Gonzalez,€725K,€1K
Clément Vidal,€775K,€3K
Jefferson Murillo,€450K,€1K
Mickaël Diakota,€450K,€3K
Tony Craig,€170K,€3K
Viktor Tranberg,€625K,€3K
Ju Hun Song,€575K,€4K
Jon García Herrero,€450K,€2K
Nahuel Alberto Omiliani González,€575K,€2K
Jesús Areso Blanco,€725K,€2K
Tijjani Reijnders,€725K,€2K
Michael Breij,€625K,€2K
Mikel Carro Fandiño,€775K,€7K
Christopher Missilou,€500K,€3K
Otis Khan,€625K,€4K
Sidney Friede,€700K,€4K
Pablo Bueno,€450K,€1K
Cătălin Țîră,€475K,€2K
Kentaro Seki,€200K,€1K
Julián Buitrago,€450K,€1K
Sargon Abraham,€375K,€1K
Tosaint Ricketts,€325K,€2K
Daniel Cárdenas Lindez,€475K,€3K
Yerson Opazo,€130K,€1K
Álex Domínguez Romero,€675K,€1K
Rhys Healey,€525K,€2K
Masato Fujita,€170K,€1K
Callum Morris,€350K,€2K
Lasse Nilsen,€500K,€1K
Samuel Mensiro,€300K,€1K
Connor Jennings,€375K,€2K
Luis Cardoza,€140K,€1K
Philipp Köhn,€450K,€3K
Joaquín Muñoz Benavides,€800K,€1K
Arnaud Kalimuendo,€750K,€3K
Felix Michel,€450K,€2K
Joe Morrell,€550K,€3K
Anders Randrup,€290K,€1K
Anton Wede,€350K,€1K
Mansour Ibrahim Hamzi,€375K,€3K
Jonny Smith,€625K,€2K
Gabriel Matei,€300K,€1K
Romain Matthys,€450K,€1K
Alex Iacovitti,€450K,€2K
Vincent Bezecourt,€450K,€2K
Kazuki Oiwa,€300K,€1K
Chi Zhang,€270K,€4K
Jake Taylor,€375K,€3K
Amaury Torralvo,€425K,€1K
Murilo Otávio Mendes,€525K,€1K
Myeong Won Seo,€500K,€1K
Luca Checchin,€575K,€3K
Aaron Opoku,€800K,€1K
Marius Mihalache,€140K,€2K
Ciryack Olivier Dhauholou,€525K,€3K
